t_s,background_limit,background_inflight,local_pending_depth,vllm_running,vllm_waiting,controller_action,repeat_id,mode,background_offered_rps
41.62015602899919,52,52,53,171.0,0.0,hold,backpressure-rep3,backpressure,16.0
42.12426034500095,53,52,52,172.0,0.0,increase,backpressure-rep3,backpressure,16.0
42.635919370997726,53,53,51,174.0,0.0,hold,backpressure-rep3,backpressure,16.0
43.15286496000044,53,53,46,176.0,0.0,hold,backpressure-rep3,backpressure,16.0
43.669144252999104,53,53,41,176.0,0.0,hold,backpressure-rep3,backpressure,16.0
44.173472718000994,54,53,37,178.0,0.0,increase,backpressure-rep3,backpressure,16.0
44.689649165000446,54,54,31,179.0,0.0,hold,backpressure-rep3,backpressure,16.0
45.20646416999807,54,54,25,178.0,0.0,hold,backpressure-rep3,backpressure,16.0
45.72107239699835,54,53,21,178.0,0.0,hold,backpressure-rep3,backpressure,16.0
46.23581379999814,55,54,14,177.0,0.0,increase,backpressure-rep3,backpressure,16.0
46.74851677799961,55,55,7,178.0,0.0,hold,backpressure-rep3,backpressure,16.0
47.25986862699938,55,55,2,179.0,0.0,hold,backpressure-rep3,backpressure,16.0
47.77509650600041,55,55,1,179.0,0.0,hold,backpressure-rep3,backpressure,16.0
48.283654638998996,56,55,0,179.0,0.0,increase,backpressure-rep3,backpressure,16.0
48.78711155500059,56,54,0,178.0,0.0,hold,backpressure-rep3,backpressure,16.0
49.29161139400094,56,53,0,178.0,0.0,hold,backpressure-rep3,backpressure,16.0
49.795515010999225,56,52,0,177.0,0.0,hold,backpressure-rep3,backpressure,16.0
50.300016430999676,57,51,0,175.0,0.0,increase,backpressure-rep3,backpressure,16.0
50.80350714099768,57,47,0,170.0,0.0,hold,backpressure-rep3,backpressure,16.0
51.3076710360001,57,42,0,162.0,0.0,hold,backpressure-rep3,backpressure,16.0
51.81955983700027,57,37,0,154.0,0.0,hold,backpressure-rep3,backpressure,16.0
52.32497741100087,58,31,0,142.0,0.0,increase,backpressure-rep3,backpressure,16.0
52.83683400500013,58,24,0,128.0,0.0,hold,backpressure-rep3,backpressure,16.0
53.347191272998316,58,14,0,105.0,0.0,hold,backpressure-rep3,backpressure,16.0
53.854715194000164,58,2,0,71.0,0.0,hold,backpressure-rep3,backpressure,16.0
54.36130844199943,59,0,0,55.0,0.0,increase,backpressure-rep3,backpressure,16.0
54.86967306400038,59,0,0,55.0,0.0,hold,backpressure-rep3,backpressure,16.0
55.373945383998944,59,0,0,55.0,0.0,hold,backpressure-rep3,backpressure,16.0
55.878443507001066,59,0,0,55.0,0.0,hold,backpressure-rep3,backpressure,16.0
56.38387841900112,60,0,0,54.0,0.0,increase,backpressure-rep3,backpressure,16.0
56.88777358999869,60,0,0,55.0,0.0,hold,backpressure-rep3,backpressure,16.0
57.39272400600021,60,0,0,54.0,0.0,hold,backpressure-rep3,backpressure,16.0
57.896541600999626,60,0,0,54.0,0.0,hold,backpressure-rep3,backpressure,16.0
58.40009711399762,61,0,0,53.0,0.0,increase,backpressure-rep3,backpressure,16.0
58.9053550259996,61,0,0,52.0,0.0,hold,backpressure-rep3,backpressure,16.0
59.41214436299924,61,0,0,52.0,0.0,hold,backpressure-rep3,backpressure,16.0
59.91655847999937,61,0,0,52.0,0.0,hold,backpressure-rep3,backpressure,16.0
60.42100388700055,62,0,0,28.0,0.0,increase,backpressure-rep3,backpressure,16.0
